id,source,lesson,section,marks,status,content_hash,second_review
L043-Q3,lesson,43,4,5,Approved,21176650658d7f0d791bc50ffc466be9bd978890776539c40fd981cc6f3034f9,-
L043-Q4,lesson,43,4,5,Approved,076df1b88cce83e46c34802bf851991b2322353680eac4b4372199223c55c499,-
L043-Q5,lesson,43,4,6,Approved,34ebb35d241d72d5ea8aaa088324e4ec111bed46f9e933e4d83b59d3972a9f85,-
L044-Q1,lesson,44,4,6,Approved,2b2969423a4ba56aad187de2c82c49a47b2f72db7c255bd58083572f178a52c1,-
L044-Q2,lesson,44,4,5,Approved,4c4c4bcd533ec07c4f77be69bac44af882cf1a8de74e44cc1fc3571583dea137,-
L044-Q3,lesson,44,4,5,Approved,4f636e9652e7e953d30f5d704120bab41a5e35dcffd320b75d17e429e27a43cb,-
L044-Q4,lesson,44,4,2,Approved,f74592288cad4e9633f720f0126dbacd3ea97dc08ea2d4fa1d342fe64eb77d25,-
L044-Q5,lesson,44,4,5,Approved,f2e7bfea9ec285fc92d355bd0b88079e8fc0d11c4dec33e5174daf03a1206861,-
L045-Q1,lesson,45,4,4,Approved,1117cade013927ca3fc1f1c4a39ac265026a9106fa9aa1199f459b63c7d78f02,-
L045-Q2,lesson,45,4,5,Approved,6ec0f56334742979a7eb2994d9388365e53d685b239913eab2d40df9af1a0952,-
L045-Q3,lesson,45,4,5,Approved,60da871a09fd9dc8127e37e586efddb5f54f5094a45c6a3269706a88d6586c46,-
L045-Q4,lesson,45,4,5,Approved,1e4fabb67e300e531abd21748d63c6546921d61079092270c11e3dfb8c55aee1,-
L045-Q5,lesson,45,4,6,Approved,7b26e95ed513de8d8307fb5eeeb51da826b288981040d61f3d435a2791a686be,-
L046-Q1,lesson,46,4,4,Approved,0b6ad469d509bbeb140de873f967fd012cfe150bfb255c8a32d88a9f1e1e03d9,-
L046-Q2,lesson,46,4,5,Approved,23c0653fc675b6b32ebff10bd36563d4eca1c679e9cb0592ae28896a498259f7,-
L046-Q3,lesson,46,4,4,Approved,6a74f2e921608f169fb88ffa256766ff5bbfee57952c4df8f22dc28be03d9db6,-
L046-Q4,lesson,46,4,6,Approved,3c5ee5b8f2d452d1f282738b96c623533b107260157fc38858fce4b56422c8e6,-
L046-Q5,lesson,46,4,6,Approved,770b23a9b7be4f2f9eadd2a49b94de8a2a0d6b6bb15538dae668dd4bf050edad,-
L047-Q1,lesson,47,4,4,Approved,567030226aa967810d7f6c339e59fa15a084f20d857722a42915145ff766ef96,-
L047-Q2,lesson,47,4,5,Approved,52c39fb0ca2f1b745600966671f27cf005de5029f8d3760d4772079b90c217dc,-
L047-Q3,lesson,47,4,5,Approved,522cfb1e16262f6727f6356649f20e4c5f4e535a992f9755b5797bf544b2f03e,-
L047-Q4,lesson,47,4,6,Approved,1de34ca36c87ac574b8e92f525cfb3cc615df3d985e7b8447cb442fde7449734,-
L047-Q5,lesson,47,4,5,Approved,9f117c2bfb3ce0aaa6f73c5b495afe7d44f2b5997c76464214862ee2c8d08fa6,-
L048-Q1,lesson,48,4,5,Approved,11b569b7f0918edacf43eb1de4d6b21fed9b1ba72dc00be81091a56c45f33975,-
L048-Q2,lesson,48,4,4,Approved,68aded99a70799bac9119257aceea77818b6b18b7428cb1ad282773e9626b097,-
L048-Q3,lesson,48,4,5,Approved,693729da77fb35180535e1a545cd0ac5199c327e92527d1db645164b1f0e1e0d,-
L048-Q4,lesson,48,4,4,Approved,7da09266025ee89098dbc0d8b7369c50cd4689c8cc3d008ca3aaf5813daf638d,-
L048-Q5,lesson,48,4,6,Approved,7d46c00aef4db82d62ca076442c4f91e3ec6f4e79d03126e0d4b5729f76a5854,-
L049-Q1,lesson,49,4,5,Approved,50877d1909d4b6127e51ddb77214126c209a8df5262f90d5baed013c534f649a,-
L049-Q2,lesson,49,4,4,Approved,f6c2edda9328eb8975c62460801a707ea0695f967a6c38f421242666654cc964,-
L049-Q3,lesson,49,4,5,Approved,6520e90324e47109425c13a0e6877675463ae9138cf168c4378f60915fc5029e,-
L049-Q4,lesson,49,4,4,Approved,29c9afd51487fad9b20553072d0e2a5294586ccfb6b0e2aa71810722eaa75b39,-
L049-Q5,lesson,49,4,6,Approved,a336e7904d5f02d9c67607ca469d3c238bc18557d53c98e707aaf1c8289df559,-
L050-Q1,lesson,50,4,5,Approved,d841338b8668902916a990e62ae54e76b95cc92e9993e6cfdc0ef0a116149a99,-
L050-Q2,lesson,50,4,4,Approved,0b1ee9039a9fa109c612716dfefe40c847c6127962fb88b3b5bf722392e647de,-
L050-Q3,lesson,50,4,5,Approved,a57926b017d54d34a6b0dcac362deb09879a6d4b887104f975c5b0b00a218450,-
L050-Q4,lesson,50,4,4,Approved,4d47e586156f54554fd72800131c8e8070066492bcaed1f3a5c4d067c1f78287,-
L050-Q5,lesson,50,4,6,Approved,6f6be5ef67b724d506234564ee82a09eadbe54d1c4732d3deaee5d209ee53683,-
L051-Q1,lesson,51,4,6,Approved,10a9edd8dfbf2ded7ef0e2fa0900252d7db12ac3bd2befa0f5c4c5cacbd97595,-
L051-Q2,lesson,51,4,5,Approved,22584e56966793944354c5388776d39c0b3735833452cc778bc72671ff39f9e0,-
L051-Q3,lesson,51,4,5,Approved,9ef8ff7f1b0e99a792344580527e996dcc627ed5b62c4537b044d039beb10d1d,-
L051-Q4,lesson,51,4,6,Approved,76d46feb6ca3e66d000440bacfb75252727bd4869730445a53dc6914a1875184,-
L051-Q5,lesson,51,4,6,Approved,9097f858706ed7475c00a731a8193f830be46a3cc94f1138bae454798de81004,-
L052-Q1,lesson,52,5,4,Approved,17e0cb12ce817907c469f5f5c8e87128943e7e7091dcb52ecc8debd966816078,System Software
L052-Q2,lesson,52,5,5,Approved,21751c7b5c068bc6f67b00703acf830e6d65cba0a4decbed6cf5b4e1aa626e25,System Software
L052-Q3,lesson,52,5,5,Approved,68dd2f471c181824b4b71a2a03207ca205c7d8769565024a1ce88cac960ab1cb,System Software
L052-Q4,lesson,52,5,4,Approved,cf8eda8ebca939518e2f8443f0ad09b7d46a050362af91b9af765b46b05a5eca,System Software
L052-Q5,lesson,52,5,8,Approved,4946f0d30ae392021dc866d7abc79e52235da771edede61819722878a5295494,System Software
L053-Q1,lesson,53,5,5,Approved,f50f647f0d0990bdb8bcb89e616f1ff49dbd3b2f4f5ff916615badb993bbca41,System Software
L053-Q2,lesson,53,5,5,Approved,58bcadad31da4091a89b2574466f744f24ea54805721d60a4f04efb16438e328,System Software
L053-Q3,lesson,53,5,5,Approved,77e20c04f6a612007aad9a9c9fd9fec298f0a19b53332b09bad4d16e6ee995c3,System Software
L053-Q4,lesson,53,5,6,Approved,eceb3b37e8d53fd80e7bc3d21e816f4c0aaf4c23e89d49cc1984bfa964c2b4ac,System Software
L053-Q5,lesson,53,5,6,Approved,a7bd1fb7ec9382794ea9caf16fa2c6b649c2a85ce03cbef299b5ea32b98a8930,System Software
L054-Q1,lesson,54,5,5,Approved,1ff8b8307bb21262a2e8ef49787143027e3bd9bfeda225e80606307069f8e454,System Software
L054-Q2,lesson,54,5,4,Approved,60e83e10b526be88762e6bc7aff7e4f13b95849698ce7db0cbcd6744c9ddb7ec,System Software
L054-Q3,lesson,54,5,5,Approved,1851063440ab183e70959b8d73ea53be5fc4257b11a3605e428252b51c6b581d,System Software
L054-Q4,lesson,54,5,4,Approved,931bc76c950de1b30b0e928610c82a3720d3b49b49676739d2ae4b67156daf33,System Software
L054-Q5,lesson,54,5,6,Approved,2b6587aa7be731bed9ab710a958c78ad89577b1ea4e9edd5b97513980ef4487f,System Software
L055-Q1,lesson,55,5,4,Approved,ee86416334a836eb0fa36073425d030dbfbe1e81eed08a2a2da15ec8d7dc0078,System Software
L055-Q2,lesson,55,5,3,Approved,0c62c2eec31a6ec6977fa724e82e7e91e75ae431ba1daff29bdf232cc4d03c15,System Software
L055-Q3,lesson,55,5,5,Approved,95474a3b2de4aa614b33b181d58c03fa022aad88174e54c5a9812d912124a077,System Software
L055-Q4,lesson,55,5,4,Approved,2ff92fe3725fd287e37976a9663ca5629f5fa5a7b04fb4237d131ea55888400c,System Software
L055-Q5,lesson,55,5,6,Approved,6b5f0e945d001847d8f20eb3f37f7eeecd0afd3ecea6cc7db992bbb101ef24cc,System Software
L056-Q1,lesson,56,5,5,Approved,5b73e0abb5f5e33dfd3fb4422b23522e526803731c68bea9f861e8213c500474,System Software
L056-Q2,lesson,56,5,4,Approved,adb6dbc475c001b243ed9c84a7046a058beff5e1d043ac6546a2dca1ebdc600d,System Software
L056-Q3,lesson,56,5,4,Approved,274e269131bd60f439ceac1b52a8e741127ba976e8f736144d006e95bfbd59e0,System Software
L056-Q4,lesson,56,5,6,Approved,a76295b8924d7e310cea0f21382cd91e27cab78f5e643bb4b5ddedf01c646792,System Software
L056-Q5,lesson,56,5,6,Approved,01749439acdb17419339640d837c2d2859af533ed491b40723a5aa57011c0d0a,System Software
L057-Q1,lesson,57,5,5,Approved,014988b398c97bdcce1f93a198ed4ed14aeb1766a793052d3231f59286009f21,System Software
L057-Q2,lesson,57,5,4,Approved,72c4c9869d3b9f6e2989ff1524c7ab5e38a6db9ad26a1d163d9747339eaa0fc5,System Software
L057-Q3,lesson,57,5,5,Approved,c999b62405264bdbd536f42906004a1b25af48389cbab345a585a7b986a35bb8,System Software
L057-Q4,lesson,57,5,5,Approved,4d5cdcfcccbbf4534cc3832eadae66348639ea47d7bc3402c8110c5601cfd333,System Software
L057-Q5,lesson,57,5,6,Approved,981068f0eba5483cba531f480814360a01bd65b8dab6b6a720dacb1970689612,System Software
L058-Q1,lesson,58,5,5,Approved,61a6422c639de05f3824953e7776070504595ab3e06294f5d30ed647c2e9940a,System Software
L058-Q2,lesson,58,5,4,Approved,aec521637097d823b52da9439540284114e747c3540aee7210f2db8623400609,System Software
L058-Q3,lesson,58,5,4,Approved,9bfb1fa2d6d2b30f23b76a86052df6b938ceb21d3ab8d85561f72624977f143e,System Software
L058-Q4,lesson,58,5,5,Approved,f7ca03a497600f518a1f724d71959a51eae6f4cdcf5cccf3d973a251df0af339,System Software
L058-Q5,lesson,58,5,6,Approved,b4575de52dc462d5c91de345bd3b52a3e174c37f2ec87e0cc9b22ed2b728c1ca,System Software
L059-Q1,lesson,59,5,5,Approved,62aa75a076c232991e88cd9e574e5099392a1ed83e50bfd7a6b3e8b738c5b8ef,System Software
L059-Q2,lesson,59,5,3,Approved,43ee7107750d47fd18bd4e6cd6916d1560633f68e188e7e6155144404c378357,System Software
L059-Q3,lesson,59,5,4,Approved,6a1fdd052899d3cd6a80ba6a9915d103d07e858a1cdca1f2e8d918feac216305,System Software
L059-Q4,lesson,59,5,5,Approved,67fd5c59f51c8acac60fc9c11c20048ff6b36312b5394b4a7d4415719eeebedc,System Software
L059-Q5,lesson,59,5,6,Approved,ad3cbe8510a959bb10267a4986be94d922ca9556fda12eca2e11d48a5ac24392,System Software
L060-Q1,lesson,60,5,6,Approved,be1e6b1406e15cfe9f4f3f7923042c70aadc1219a0ff4da362599544a8e405d7,System Software
L060-Q2,lesson,60,5,5,Approved,893e1b849ea5d0acc90088b55b6767335da4ec4bcfd9b99aa307a95840dbfcc3,System Software
L060-Q3,lesson,60,5,4,Approved,d51baafc7c2fd4b776c26be35492b7ee97b72c1331a372796a3cc070d5639c95,System Software
L060-Q4,lesson,60,5,5,Approved,81fa4aa39d287c572620bfbfffdc0c1efcf268aa51bd9c2ce2ff8a23dc468b2a,System Software
L060-Q5,lesson,60,5,6,Approved,f74fea91abf5add75b0d24e7c8abce99a99a3ba86e2b6491d0fe798969da32d2,System Software
L061-Q1,lesson,61,5,6,Approved,a4722b89ead69739c9191002b6699f73a9b8a4a2be32260d2b79e8bbd0c778ea,System Software
L061-Q2,lesson,61,5,6,Approved,28413fc2eb9a822a91099b3b9dee08c0853342608bcdf01cb0a98d6bcdb25e95,System Software
L061-Q3,lesson,61,5,5,Approved,c8bad7c7dcc0322e45a1649c834ba218db8e70858a51d0d61f8ef72c3cc0828f,System Software
L061-Q4,lesson,61,5,6,Approved,65b562b9118c27313bb88a4f4f4baf8747c55e1c55ba5815cf461c86dadab6b9,System Software
L061-Q5,lesson,61,5,6,Approved,566c4147f7c6cf2b4d9a1cb16ef2da2380f39cb626dad6f3e20e9b72fff2fe65,System Software
L062-Q1,lesson,62,6,3,Approved,067a20554d80dc544db155e0b1e0fd30df8a7204a2c3fb61b9cc5bedceabadcb,Security
L062-Q2,lesson,62,6,6,Approved,a9cf303d0435f6e8d57c181577d2c042918a1366402e7adf79f49f8063d8d5cf,Security
L062-Q3,lesson,62,6,4,Approved,d008673e6ec86727c9ff65764ca904ab81c4433be365249dd9047a975ea8e01c,Security
L062-Q4,lesson,62,6,4,Approved,896a627cee586aa6688cc21278c928a19ba08ab785edbe360168366df63b715d,Security
L062-Q5,lesson,62,6,6,Approved,d01c0a47287ae6e49e3e8c21c3945c4ab9a752cc1a075aa4060a9cf66c3ac90e,Security
L063-Q1,lesson,63,6,5,Approved,00fb4bbb3a18c80c4d383f170ceabdd4d6cef17893e0188518e6de0098dc8338,Security
L063-Q2,lesson,63,6,4,Approved,cbde3e58be69237af02d5627d04441994a7b82242f2477d643b88a9571463fbf,Security
L063-Q3,lesson,63,6,5,Approved,2843b6ddf520c8fdbaf59d0e35cae2be3828f9a4b1d3eb69faed4b54817cd2f9,Security
L063-Q4,lesson,63,6,5,Approved,687d67dae1192a4ee1489dd8d34d86c5efd1823ed32f6dffa6019bd18f665920,Security
L063-Q5,lesson,63,6,6,Approved,6ae4d0e70c13ad85a12dc72fe959f7d42350ec160d7aa8bd834bf31daae4ba2a,Security
L064-Q1,lesson,64,6,5,Approved,73c7e316c7e36c165c9cc520fc3df16ed3c64287640becad963766dc328e6347,Security
L064-Q2,lesson,64,6,4,Approved,4b5049769cc809a62bb25a5a4587339167ed7db7f7ae59d0ff12e1701ecab160,Security
L064-Q3,lesson,64,6,5,Approved,9af314045214865d7bdde11fc42d6e8f008597becac81eb06ac9b9e316883fd1,Security
L064-Q4,lesson,64,6,4,Approved,a65575d0fe8679f56fc70fbe5025f24a33975a40ea8d83e687b3ef96abedc064,Security
L064-Q5,lesson,64,6,6,Approved,d5b38013db59b60bce1a2f17a2ffadfc9e4918db304f31b4462af004287c4ed4,Security
L065-Q1,lesson,65,6,5,Approved,ade0d84155f0d9efe3d0727d5e7841442e1fc69bb2d2866bf5e70aab5862f348,Security
L065-Q2,lesson,65,6,6,Approved,2f3bf76758cfd47adda2a3b66398f16d03672856bfc9a88b3d6d9f409d46da91,Security
L065-Q3,lesson,65,6,4,Approved,aba6a283e107654b4efbae18cfcfe463eee7981c7fc1fd8f15414e412aa56b1a,Security
L065-Q4,lesson,65,6,5,Approved,09272ad367cc5616089aab674af5820559d551bffc7ca2c0c5617fc017aa1a02,Security
L065-Q5,lesson,65,6,6,Approved,ef91300405ed4e6ba9a7c43f890ca8a43b2e2bce8675c3cce8b78ebba2495ec8,Security
L066-Q1,lesson,66,6,5,Approved,4519b2d46afedcd33eeb5b76c43ce177db24836ca4c2697d3bd713d7321c7259,Security
L066-Q2,lesson,66,6,6,Approved,dcfaf6707ee1064f6fe6ffb68d83f04fb3945e3d348f93b1b93805abcc4a2a8b,Security
L066-Q3,lesson,66,6,3,Approved,107f0176a1efd4413e54c0ea7bcba53af34bcb51398e22e401918387f50f96b3,Security
L066-Q4,lesson,66,6,5,Approved,24ed0f062a0ae705c4cb879df806210a9ba2385ba53a37b231f6f71ade11cc7d,Security
L066-Q5,lesson,66,6,6,Approved,41e8cbeddc65a4045d0fdf65197c3e19f1e4bba43bdcca4f443551ccfabcd1c5,Security
L067-Q1,lesson,67,6,5,Approved,57b1d3554192032b44130c7aa403264c47b4d53e04b1c77c358f98d312c2df0f,Security
L067-Q2,lesson,67,6,5,Approved,7dc582a2d9bf888d9bb962932ab8fd6e83a1f0548fe7c170221e66a5adb30b33,Security
L067-Q3,lesson,67,6,5,Approved,cd7fb0c0b63f5b1bdc4d3cdfa66c4318756215e29fa9b177826941c20d307a0a,Security
L067-Q4,lesson,67,6,4,Approved,a642de0964c12e111522586da1359b916dcfafa0bdc0690e44c09db5c6a317ec,Security
L067-Q5,lesson,67,6,5,Approved,a3050d648cf1d9d478b277987882fa9c54568801ee4c667a94cee0a2d9dbfd8e,Security
L068-Q1,lesson,68,6,4,Approved,d75b40faad434ac758096d569351671791377e575b4d992bce60c098efb0f026,Security
L068-Q2,lesson,68,6,5,Approved,2cce63242d1641caca30968539a897df17a1308e22fbf4b9b52011202c6d007e,Security
L068-Q3,lesson,68,6,5,Approved,65d52ede603c19a701134928dfd03fee1a73609dbc4a6edd88ced6dcf5347b3c,Security
L068-Q4,lesson,68,6,6,Approved,a245a27dc3e4ebe828400518a396b6701e8eec7d29752e580676e0cd2d240f25,Security
L068-Q5,lesson,68,6,6,Approved,cdccccfe69a6f88c7d53d92e16bf6b67c5eaa72dbd7cafa67dbe5942222454c2,Security
L069-Q1,lesson,69,6,5,Approved,c3f53de6f42976d2f42fdc5cf4d33eb20b1441861f67c8e68908dacf46019dda,Security
L069-Q2,lesson,69,6,6,Approved,4bc376df43762c405168ee4017d27a445f0e217e14f18dfebbb3ccf2e63f9324,Security
L069-Q3,lesson,69,6,4,Approved,81d7466a1df32beee7a0738f1a0830147e8f9ca8612cf5e6afb4f9c716dfae0f,Security
L069-Q4,lesson,69,6,4,Approved,e5823f8fefe5f5c3c9e924e1ca6349b65246892afb80e79a326423485c22b887,Security
L069-Q5,lesson,69,6,6,Approved,7227c4231ff6b0960f9a854eb42535519a38e4da001a575ed7ad210af667e110,Security
L070-Q1,lesson,70,6,4,Approved,453d30ccf486ac2fe473a816a584de7c06d491df5187a9db4ad57a334eb59b83,Security
L070-Q2,lesson,70,6,5,Approved,d8a255e6d43d5b51358b0fafe10a7b2c15040891eda9cd4020555fbdf1f380b0,Security
L070-Q3,lesson,70,6,6,Approved,f25a7b333c7bef8b15e827c20492196ddbe4298daa70a2a367fabd6f3795e7e0,Security
L070-Q4,lesson,70,6,4,Approved,2a2b723487338b0a444d5573d52d4937c3e3ff423c67e3fb06006b1b102c5bda,Security
L070-Q5,lesson,70,6,6,Approved,e34b11a94cfe122a19abca1c249120f54b6a1901658533bc7d45da40d8e6782c,Security
L071-Q1,lesson,71,6,6,Approved,e6b09c827cf210c3d51c2534785ad16e17636c59830ae80f4f354cd79c5bf92a,Security
L071-Q2,lesson,71,6,5,Approved,ed7842fce4def6be304d85b518e8beb0b9b315372a31b4c8b3f28b91d6b6672a,Security
L071-Q3,lesson,71,6,6,Approved,c39d81f0203c6edba69e2d7a1664938ddda84c26e212d5efa9ca361d70776416,Security
L071-Q4,lesson,71,6,5,Approved,c574fcda28c7be391ec54868557b453d28cda781fc544f947f5cfcd753e4b0c7,Security
L071-Q5,lesson,71,6,8,Approved,f6b450bf8178e33067bda00c2037195c22f9fe0e5acbe9b3da04729ce9f4a212,Security
L072-Q1,lesson,72,7,6,Approved,11644a83678d8069fa9801e979663988150d63b7e4efa30444ff91da39fcf40c,Ethics
L072-Q2,lesson,72,7,5,Approved,94f1b0553ac43c484ffe7dd65e1c854ab3ae9e2f72ab7b4a0a205883aad45ee3,Ethics
L072-Q3,lesson,72,7,6,Approved,aee2c8369e6547474a49ac8c7fa462f5afefa4634acc17192f76b7be75fe7fda,Ethics
L072-Q4,lesson,72,7,5,Approved,dfc04185b2d70e45bac41141135f49d5d2775ed58556309f1f691f568fad4958,Ethics
L072-Q5,lesson,72,7,8,Approved,24466e9c5f76f92b73bd06bd839db4d67aa6d61894764e8b8fc2f4486a73c0c0,Ethics
L073-Q1,lesson,73,7,6,Approved,fd950d15fe7b21c5b92ec7ae2f4e900a20619c6e4122676e375e92c1532e19be,Ethics
L073-Q2,lesson,73,7,5,Approved,81b1e4515f661c31f97cc524b05b84f435ec43e3aa71045560fa028098233d4a,Ethics
L073-Q3,lesson,73,7,6,Approved,107e072794abbde7e58b8f6ae5ef7c22d98165a9ffccd26f7fffe59336b2e6f7,Ethics
L073-Q4,lesson,73,7,5,Approved,c914edbb88a53ec8f106157341b5f83d3fd721d56293230ec9fa9924b34f9c5d,Ethics
L073-Q5,lesson,73,7,8,Approved,3448a4dabfdc143540f78492c8ff753ee5208f1e435ccef12a12dd34c6d8eb38,Ethics
L074-Q1,lesson,74,7,6,Approved,c8a8e6ede8fb1e29decefe462ba0a26159bfd4ceffb56bbf1305c500525fa1a6,Ethics
L074-Q2,lesson,74,7,5,Approved,3d9dae4b6c8e18de30120651f688ae48ea47cc648e1d04448a0a5f39d48a6e81,Ethics
L074-Q3,lesson,74,7,5,Approved,9ce5c17658fd392561d8a908d797b5b3d3be494727211d79597fd62511cf4d0a,Ethics
L074-Q4,lesson,74,7,5,Approved,0ab8b8e3e016ec0efd83f3f9c252d70dd729b54126961b95e52f70423da9398b,Ethics
L074-Q5,lesson,74,7,6,Approved,348e07233115897cfb6cd866bea67f3654eb8dbc1e4fd673fa1ad9b51c48f9b7,Ethics
L075-Q1,lesson,75,7,6,Approved,33d8cfbd249a76adbe0799b58dca8a92473a523f6afa9762ed5a665509915f63,Ethics
L075-Q2,lesson,75,7,4,Approved,6149db96b6ccde8c71838d2150268f133d282592ce22c919a9fcc459e2fdf784,Ethics
L075-Q3,lesson,75,7,6,Approved,3c2cea0d81fcf738ad86b3f83508aff813cd5163d05b7976764134dd5572adc0,Ethics
L075-Q4,lesson,75,7,4,Approved,723dfb1100b7417923df744eb290e117f5b9d742cd18e04f0536432375396c3c,Ethics
L075-Q5,lesson,75,7,6,Approved,f66b45aa452f45992c16f7d00fae52e49e9f16f0742dd65e31d017785b0cdf18,Ethics
L076-Q1,lesson,76,7,6,Approved,114672d8b54d3502bde04d3a6d34f6090f18321f52e960c7a9ba00c87c412315,Ethics
L076-Q2,lesson,76,7,5,Approved,3f85b94da158c2016a17b3c7e496611963b977cf2a97ad5d58347f847130d764,Ethics
L076-Q3,lesson,76,7,6,Approved,7490d961e75ed757896f04cb0bec83805ffc2e0d46164c7655a706ff95e83904,Ethics
L076-Q4,lesson,76,7,4,Approved,b645c59d161e0d3137f4907bfefe14e115956bc51353d299e5f452a6be61c27c,Ethics
L076-Q5,lesson,76,7,8,Approved,3a7f1d3ac8b7b0f2abe39ff1e3b72638e38cc0ee1f9c208d62dcf74ed1fc98c3,Ethics
L077-Q1,lesson,77,7,8,Approved,42456412dcd735d9dd1750115167c8c8cd6018004747cd2bac89ee9c9fd459b6,Ethics
L077-Q2,lesson,77,7,6,Approved,37bcc0782b1425111392214ea73a056c29b77716b4bdd5ae553c69be7faf78e4,Ethics
L077-Q3,lesson,77,7,6,Approved,1a3944235b4972de32ec1d5c51f91d877d9b7e2c9971718e8a4d0fdb5862b85f,Ethics
L077-Q4,lesson,77,7,6,Approved,4578815b4cf4e52d3fb6978e238f4eb1fc5e67fa297cb1f010d3229c0594c39a,Ethics
L077-Q5,lesson,77,7,8,Approved,449cc83163c7648566ad96084bbb241a86212117c9f7401da68590bbc8883e5a,Ethics
L078-Q1,lesson,78,8,4,Approved,5731bfaa8f8fa1890df04d0f68b38de434761ba8303828e81bfebbea92bb84cd,Databases
L078-Q2,lesson,78,8,4,Approved,c1c4c6176a9788c5367369cf9fe22cf05d6cbfadb82d4993459ade1dc7678f4c,Databases
L078-Q3,lesson,78,8,6,Approved,c45722c78403552e6eaed9aa36f87c8645369765c6ca398be4616810c936d681,Databases
L078-Q4,lesson,78,8,4,Approved,070c3649a1bfd51dc3c16d9e8a53531b1cd3f0e7669cc3d0af23f1ddd90cfeee,Databases
L078-Q5,lesson,78,8,5,Approved,300b05741c564bf03736fa2eb06213a81a6e2675e36046a2f35dc82e929e69b7,Databases
L079-Q1,lesson,79,8,4,Approved,aab5bec1aaec0c8e23773d56a945fce620074b5a1fec6f7a783eeb57c8663022,Databases
L079-Q2,lesson,79,8,6,Approved,a04b19eed9ff688dd0fa0f09e8620293108552eedbbb5d748fed6f0949183ad7,Databases
L079-Q3,lesson,79,8,4,Approved,8f713de217cc045c6a1333bb65d90247b298e5d768bf360fa20ca02dc92a073d,Databases
L079-Q4,lesson,79,8,6,Approved,4e8130d841ba87fe75d3ce59f3d3862ec2f82f4209fa70266ffea8774c92f1b0,Databases
L079-Q5,lesson,79,8,6,Approved,cb4a24a8c71ac664d3c595fbcc2c86059e65c1e4079e71b5e0623bb54992c6c9,Databases
L080-Q1,lesson,80,8,4,Approved,82d0529c0acf5953d3ae64a9d576c8b44ae51508773ce46316d713c34e41d8f9,Databases
L080-Q2,lesson,80,8,6,Approved,5ce2ffb293bbaea83052a46e010d876dffb1fccf8058e691611e69531a7ce1f0,Databases
L080-Q3,lesson,80,8,6,Approved,66374dac1e1cc93b3bf7eb7f8625a171790ab47711faeceee905ec586bc337c0,Databases
L080-Q4,lesson,80,8,4,Approved,c60b58fe8df61b7fa1f97147384135d14512d239798cde05ea14f684f7efd207,Databases
L080-Q5,lesson,80,8,6,Approved,538bb67b92610dcc33ad11f2da156585d5daf3f804d80a6f69aecaf593806b48,Databases
L081-Q1,lesson,81,8,4,Approved,be2dce5a26250ad386056006e04f3fb5f283d908cc59e4cc0f0c960a8459bcf1,Databases
L081-Q2,lesson,81,8,6,Approved,eaa8c90930cd1059a66edd5f6797f6ab9ca4ef0dd07c8000591abe34164c15de,Databases
L081-Q3,lesson,81,8,5,Approved,2dd0fe9c6456ae4c8dc37cbc328867937283cb51d4deed6caa3a6881c0014ea5,Databases
L081-Q4,lesson,81,8,6,Approved,85b60314eef28f4653dd57d0b214059448722fed43e192c120a0e29d0ec9beba,Databases
L081-Q5,lesson,81,8,6,Approved,1c97dd17cb20e3374594de1c71937c349bb15d1b94e65a514efee2b511ed09da,Databases
L082-Q1,lesson,82,8,4,Approved,17973fe700db5e1676821a54eadd880fcd1ee983858042f12946050a231af627,Databases
L082-Q2,lesson,82,8,6,Approved,e07eb87fd40505d64d34b8f130f93dd7a28e6e636242175fdaaa16b71034149e,Databases
L082-Q3,lesson,82,8,4,Approved,e1ef4474a6127ea3cc49f38526b16782600c1a34e809eb416346f2d8c9de7009,Databases
L082-Q4,lesson,82,8,6,Approved,fe1cea8658f46f69e079c6a5a3ccc09a0759fe0de1c289f8cb62710b76ea059e,Databases
L082-Q5,lesson,82,8,6,Approved,fa71e7e7e3fa302d06513a7abe6e6f7848a82c0688036edd786f4e084ead3f2f,Databases
L083-Q1,lesson,83,8,4,Approved,7f1ab6e7c34cc4494a9a24d273816f6639ef289923aa2bfdd9a84695f53414b7,Databases
L083-Q2,lesson,83,8,6,Approved,5a2ceccfbf1ca40dba94c72c4553e2f76e8e7abc06151d891cb0d5cdb6e64832,Databases
L083-Q3,lesson,83,8,6,Approved,1e8a482350259bdcfbae6a3616ee19c377a6633a53d9c2eb1cf141bdfd8110e4,Databases
L083-Q4,lesson,83,8,5,Approved,87886a2a192a2dd394e228e3d1f07ed6a7fc552edd486f32298a567a6d9948c9,Databases
L083-Q5,lesson,83,8,6,Approved,dc061fb055033376e89b5fa11d6d6b4d29895550a5ae653c7d963db7967381ab,Databases
L084-Q1,lesson,84,8,3,Approved,5835a57e185dfa0be81771ca37298101b70ecb6c1ef843a064f2016577768f35,Databases
L084-Q2,lesson,84,8,4,Approved,e3b1c492450a851b444d0a0293a93699656efa5147666f87cdef054b4fa82efd,Databases
L084-Q3,lesson,84,8,4,Approved,206fdc06cbe23f0164a0d7c4de00f14446d2d8e2a0669a35f2c0c97406cf33cb,Databases
L084-Q4,lesson,84,8,5,Approved,a3c1a67928b96e652937dc471b74e9f4f071955576bf2ff3bdc92865eaa19675,Databases
L084-Q5,lesson,84,8,4,Approved,8f98c66334155f7622db31b0eac285604b45178e83430d2eb1c120c8b24c9f3c,Databases
